Year,ProductionMonth,UID,CondINJ,Flare,Fuel,FuelINJ,GasConfidential,Method,Oil,Operation,Operator,Region,SOR,Scheme,SolutionGas,SteamINJ,Vent,k_14
2018,2018-04,17,NA,18.3,4552,NA,321.7,CSS,5217,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.587401997,PeaceRiver,551.3,39581.2,NA,12
2015,2015-02,16,NA,112.3,10040,NA,NA,SAGD,5331,PGFLB,Pengrowth,Cold Lake,22.28920318,Lindbergh,1276.2,118828.2,NA,11
2019,2019-07,17,NA,59.1,6586,NA,314.7,CSS,5376,CNULPR,Canadian Natural Upgrading Limited,Peace River,13.80446065,PeaceRiver,768.3,74211.4,NA,14
2018,2018-11,17,NA,4.9,7756,NA,401.4,CSS,6567,CNULPR,Canadian Natural Upgrading Limited,Peace River,11.91339506,PeaceRiver,1141.7,78230.5,NA,14
2015,2015-04,8,NA,16.1,16148,NA,NA,SAGD,7803,HSESR,Husky,Athabasca,23.50350511,Sunrise,117.4,183395.5,NA,13
2019,2019-01,17,NA,4.6,7751,NA,349,CSS,8064,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.817989037,PeaceRiver,921.4,71106.5,NA,14
2018,2018-10,17,NA,8.6,11435,NA,475.6,CSS,8896,CNULPR,Canadian Natural Upgrading Limited,Peace River,14.39921313,PeaceRiver,1163.7,128095.4,NA,11
2017,2017-06,14,NA,NA,13571,NA,NA,SAGD,9116,SHAMR,Petrochina Canada Ltd.,Athabasca,19.33556024,Mackay River(Brion),18.3,"176,259",NA,11
2018,2018-12,17,NA,5.1,6344,NA,313.9,CSS,9554,CNULPR,Canadian Natural Upgrading Limited,Peace River,6.217480505,PeaceRiver,874.1,59398.7,0.1,14
2016,2016-05,15,NA,12.3,7214,NA,NA,SAGD,9765,AOCHS,AOC,Athabasca,10.34024947,Hangingstone,19.5,100968.4,NA,11
2018,2018-03,17,NA,4.8,9433,NA,547.3,CSS,10513,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.822864154,PeaceRiver,889.3,92758.3,NA,14
2019,2019-02,17,NA,4.5,8486,NA,334.1,CSS,10516,CNULPR,Canadian Natural Upgrading Limited,Peace River,15.20057435,PeaceRiver,1169.8,159853.8,NA,11
2017,2017-08,21,NA,NA,11333,134.7,NA,SAGD,10809,JCOS,Japan Canada Oil Sands Limited,Athabasca,12.48322278,Hangingstone,97.3,134934.9,NA,11
2015,2015-08,15,NA,NA,9632,NA,NA,SAGD,11054,AOCHS,AOC,Athabasca,13.14683505,Hangingstone,55.3,145323.8,NA,11
2016,2016-05,7,NA,3184,2233,NA,3579.9,SAGD,11062,CNOOCLK,Nexen,Athabasca,5.993165669,LongLake,271.5,66295.2,NA,14
2018,2018-06,17,NA,7.2,15566,NA,602.9,CSS,12920,CNULPR,Canadian Natural Upgrading Limited,Peace River,14.11392327,PeaceRiver,1212.3,182353.3,NA,13
2018,2018-01,17,NA,6.3,17171,NA,575.4,CSS,15314,CNULPR,Canadian Natural Upgrading Limited,Peace River,12.69530893,PeaceRiver,1153.5,194418.5,NA,13
2019,2019-03,17,NA,156.5,9244,NA,637,CSS,15538,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.651070293,PeaceRiver,1297,87805.2,NA,14
2018,2018-02,17,NA,4.6,14094,NA,334.2,CSS,16340,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.782788566,PeaceRiver,1169.8,159853.7,NA,11
2015,2015-09,15,NA,NA,9788,NA,NA,SAGD,16538,AOCHS,AOC,Athabasca,8.907896408,Hangingstone,82.8,147317.9,NA,11
2015,2015-03,16,NA,40.6,10309,NA,NA,SAGD,16598,PGFLB,Pengrowth,Cold Lake,6.934490923,Lindbergh,1199.5,115096.6,NA,11
2016,2016-05,18,NA,NA,1368,NA,713.7,SAGD,16732,SUMR,Suncor,Athabasca,2.7543435,MackayRiver,16.7,46085.4,NA,12
2016,2016-06,18,NA,NA,5765,NA,240.2,SAGD,16739,SUMR,Suncor,Athabasca,3.319635112,MackayRiver,16.7,55568.7,2.4,14
2019,2019-12,17,NA,79.8,10792,NA,550.1,CSS,17113,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.494968737,PeaceRiver,1188.8,128261.4,NA,11
2017,2017-10,17,NA,11.9,14587,NA,596.2,CSS,18048,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.464060327,PeaceRiver,1634.9,170810.2,NA,11
2015,2015-05,8,NA,28.3,19510,NA,NA,SAGD,18584,HSESR,Husky,Athabasca,12.8745971,Sunrise,591.2,239262.8,NA,7
2019,2019-08,17,NA,11.9,7773,NA,498.7,CSS,18831,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.476933698,PeaceRiver,1064.3,84302.9,NA,14
2018,2018-09,17,NA,10.1,15507,NA,401.1,CSS,19076,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.752744257,PeaceRiver,1784.9,186045.3,NA,13
2017,2017-12,17,NA,11,16326,NA,610.1,CSS,19269,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.748702593,PeaceRiver,850.7,187849.7,NA,13
2018,2018-05,17,NA,3.7,14793,NA,451.4,CSS,19871,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.636224102,PeaceRiver,1598.6,171613,NA,11
2018,2018-08,17,NA,18.4,15507,NA,314.8,CSS,19876,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.398423232,PeaceRiver,1937.3,186804,NA,13
2018,2018-07,17,NA,22.7,15540,NA,424.2,CSS,20179,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.349871651,PeaceRiver,2037.1,188674.8,NA,13
2019,2019-11,17,NA,50.4,12836,NA,566.8,CSS,20231,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.548221744,PeaceRiver,1381.8,152704.3,NA,11
2017,2017-11,17,NA,11.5,14701,NA,493,CSS,20307,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.571562935,PeaceRiver,1403,174065.3,NA,11
2015,2015-02,17,NA,49.4,14315,NA,NA,CSS,20424,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.258932113,PeaceRiver,713.8,148252.8,NA,11
2017,2017-09,17,NA,7.2,16510,NA,626.6,CSS,20659,CNULPR,Canadian Natural Upgrading Limited,Peace River,9.692599244,PeaceRiver,1526.1,200236.5,NA,13
2015,2015-01,17,NA,60.8,14744,NA,NA,CSS,20863,CNULPR,Canadian Natural Upgrading Limited,Peace River,7.213138091,PeaceRiver,1459.9,150487.7,NA,11
2015,2015-10,17,NA,67.6,10385,NA,NA,CSS,21077,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.262829272,PeaceRiver,1780.3,110923.6,NA,11
2016,2016-02,19,NA,15.4,10423,235.7,NA,SAGD,21362,COGGD,Connacher Oil And Gas Limited,Athabasca,5.768323339,GreatDivide,341.3,123223.5,2.1,11
2015,2015-06,17,NA,25.2,9520,NA,NA,CSS,21424,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.822560469,PeaceRiver,1539.8,103319.5,NA,11
2017,2017-08,17,NA,9.5,15767,NA,547.8,CSS,21504,CNULPR,Canadian Natural Upgrading Limited,Peace River,8.992452567,PeaceRiver,1663,193373.7,NA,13
2017,2017-09,21,NA,NA,10347,168.1,NA,SAGD,21905,JCOS,Japan Canada Oil Sands Limited,Athabasca,6.299940653,Hangingstone,151,138000.2,NA,11
2015,2015-06,8,NA,17.3,21580,NA,NA,SAGD,22009,HSESR,Husky,Athabasca,12.58507583,Sunrise,228.5,276979.9,NA,7
2015,2015-11,17,NA,12.3,10949,NA,NA,CSS,22378,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.950706271,PeaceRiver,1642,110787.4,NA,11
2015,2015-09,17,NA,21.7,11280,NA,NA,CSS,22455,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.762992652,PeaceRiver,1888.2,129408,0.6,11
2016,2016-06,17,NA,39.7,9081,NA,NA,CSS,22863,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.338456559,PeaceRiver,1919.4,99191,NA,14
2015,2015-06,20,NA,225.2,4640,NA,NA,SAGD,22884,OSUM,Osum,Cold Lake,2.685806426,Orion,1220.3,61462.8,NA,14
2015,2015-10,15,NA,NA,10550,NA,NA,SAGD,22905,AOCHS,AOC,Athabasca,6.649745905,Hangingstone,114.5,152311.1,NA,11
2017,2017-04,17,NA,5.5,10541,NA,612,CSS,22957,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.984035649,PeaceRiver,1908.9,114420.5,NA,11
2016,2016-05,8,NA,35.3,13428,NA,NA,SAGD,23082,HSESR,Husky,Athabasca,7.158698525,Sunrise,232.6,165233.5,NA,11
2017,2017-06,17,NA,2.7,10186,NA,657,CSS,23279,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.83659951,PeaceRiver,1868,112591.2,NA,11
2018,2018-12,19,NA,42.7,9989,NA,2338.2,SAGD,23654,COGGD,Connacher Oil And Gas Limited,Athabasca,6.148629167,GreatDivide,250.8,145436.6,NA,11
2015,2015-11,15,NA,41,10307,NA,NA,SAGD,23782,AOCHS,AOC,Athabasca,6.223905073,Hangingstone,118.9,148019.4,NA,11
2015,2015-03,17,NA,29.9,12228,NA,NA,CSS,23910,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.028017332,PeaceRiver,1696.1,120220.9,NA,11
2016,2016-02,17,NA,10.2,11074,NA,NA,CSS,24006,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.961789515,PeaceRiver,1938.2,119115.2,NA,11
2017,2017-02,17,NA,6.6,10379,NA,527.5,CSS,24142,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.330259915,PeaceRiver,1570.8,104543.3,NA,11
2016,2016-03,19,NA,23.3,11291,219.3,NA,SAGD,24515,COGGD,Connacher Oil And Gas Limited,Athabasca,5.42385997,GreatDivide,561.6,132964.3,NA,11
2017,2017-05,17,NA,14.8,10829,NA,642.4,CSS,24533,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.776198978,PeaceRiver,2070,117176.4,NA,11
2016,2016-05,17,NA,10.4,11093,NA,NA,CSS,24625,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.143761574,PeaceRiver,2040,126664.1,NA,11
2016,2016-07,17,NA,21.1,10854,NA,NA,CSS,24730,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.736013166,PeaceRiver,2074.5,117123.5,NA,11
2015,2015-04,17,NA,20.7,11702,NA,NA,CSS,24781,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.905928688,PeaceRiver,1861.3,121574.8,NA,11
2017,2017-07,14,NA,NA,14212,NA,NA,SAGD,24979,SHAMR,Petrochina Canada Ltd.,Athabasca,7.531437905,Mackay River(Brion),50,"188,131",NA,13
2019,2019-04,17,NA,36,9989,NA,704.4,CSS,25058,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.272706593,PeaceRiver,1638.7,107064.2,NA,11
2016,2016-11,17,NA,6.3,11050,NA,NA,CSS,25092,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.693335618,PeaceRiver,1845.7,117763.3,NA,11
2017,2017-03,17,NA,3.7,11106,NA,579.5,CSS,25152,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.355723509,PeaceRiver,1543.8,109556.9,NA,11
2015,2015-12,17,NA,7,12342,NA,NA,CSS,25220,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.056400577,PeaceRiver,2037.8,127520.4,NA,11
2015,2015-07,17,NA,17.7,10862,NA,NA,CSS,25230,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.67393717,PeaceRiver,2008.9,117922.5,NA,11
2016,2016-12,17,NA,33.6,12142,NA,NA,CSS,25483,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.844296197,PeaceRiver,1845.8,123447.2,NA,11
2015,2015-08,17,NA,3.9,11446,NA,NA,CSS,25513,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.076567908,PeaceRiver,2106.3,129520,NA,11
2017,2017-07,17,NA,2.3,12777,NA,690.4,CSS,25585,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.743659296,PeaceRiver,1766.4,146949.8,NA,11
2016,2016-01,17,NA,7.6,11959,NA,NA,CSS,25746,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.876485188,PeaceRiver,1954.8,125549.5,NA,11
2017,2017-01,17,NA,6.8,11627,NA,462.4,CSS,26122,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.652340026,PeaceRiver,2113.5,121526.1,NA,11
2015,2015-05,17,NA,19,11444,NA,NA,CSS,26416,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.897136151,PeaceRiver,2182.2,129360.3,NA,11
2016,2016-08,17,NA,5.4,11088,NA,NA,CSS,26425,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.688636011,PeaceRiver,2184.4,123895.8,NA,11
2016,2016-09,17,NA,5.9,11071,NA,NA,CSS,26742,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.721918915,PeaceRiver,2206.5,126274.5,NA,11
2016,2016-10,17,NA,11.2,11669,NA,NA,CSS,26769,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.788480001,PeaceRiver,2229,128183.3,NA,11
2016,2016-03,17,NA,8.7,11824,NA,NA,CSS,26788,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.598381371,PeaceRiver,2192,123181.9,NA,11
2019,2019-10,17,NA,28.4,13358,NA,635.7,CSS,27077,CNULPR,Canadian Natural Upgrading Limited,Peace River,6.018743121,PeaceRiver,1762,162967.1,NA,11
2016,2016-02,20,NA,35.2,8169,28.2,NA,SAGD,27244,OSUM,Osum,Cold Lake,4.384197505,Orion,1209.4,119442.2,NA,11
2016,2016-04,17,NA,15.9,11366,NA,NA,CSS,27644,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.377559289,PeaceRiver,2153.9,121015,NA,11
2019,2019-09,17,NA,30.3,12384,NA,614.6,CSS,28134,CNULPR,Canadian Natural Upgrading Limited,Peace River,5.175345494,PeaceRiver,1612.9,145601.1,NA,11
2019,2019-06,17,NA,118.8,8292,NA,647.4,CSS,29156,CNULPR,Canadian Natural Upgrading Limited,Peace River,3.304598647,PeaceRiver,1718.8,96350.2,NA,14
2019,2019-12,18,NA,NA,2824,345.7,1269.4,SAGD,29674,SUMR,Suncor,Athabasca,3.063301633,MackayRiver,29.7,90899.8,NA,14
2015,2015-06,7,44.2,69.6,5292,377.2,2855.4,SAGD,29991,CNOOCLK,Nexen,Athabasca,1.885087711,LongLake,263.2,56535.1,NA,14
2016,2016-04,15,NA,5.8,10343,NA,NA,SAGD,31090,AOCHS,AOC,Athabasca,4.740349884,Hangingstone,62.2,147378.9,NA,11
2018,2018-12,14,NA,NA,19782,2390.6,NA,SAGD,31097,SHAMR,Petrochina Canada Ltd.,Athabasca,7.949766051,Mackay River(Brion),62.2,"247,210",NA,7
2019,2019-05,17,NA,95,10953,NA,663.9,CSS,31249,CNULPR,Canadian Natural Upgrading Limited,Peace River,4.06395507,PeaceRiver,1923.1,126992.5,NA,11
2015,2015-07,8,NA,8.3,24311,NA,NA,SAGD,31258,HSESR,Husky,Athabasca,9.850637925,Sunrise,424.1,307907.3,NA,7
2018,2018-06,14,NA,NA,20009,NA,NA,SAGD,31372,SHAMR,Petrochina Canada Ltd.,Athabasca,9.07652414,Mackay River(Brion),62.8,"284,747",NA,7
2018,2018-11,14,NA,NA,19665,2400,NA,SAGD,32004,SHAMR,Petrochina Canada Ltd.,Athabasca,7.926718535,Mackay River(Brion),64.1,"253,687",NA,7
2019,2019-02,14,NA,NA,17625,2400.6,NA,SAGD,32006,SHAMR,Petrochina Canada Ltd.,Athabasca,7.065147567,Mackay River(Brion),64.1,"226,126",0.1,13
2015,2015-01,20,NA,143.3,6077,NA,NA,SAGD,32068,OSUM,Osum,Cold Lake,2.611948211,Orion,1117.3,83761,NA,14
2018,2018-11,19,NA,82.1,10827,NA,2393.4,SAGD,32100,COGGD,Connacher Oil And Gas Limited,Athabasca,4.894964423,GreatDivide,309.6,157126.4,NA,11
2016,2016-04,20,NA,52.2,8955,677.9,NA,SAGD,32123,OSUM,Osum,Cold Lake,4.290206394,Orion,1085.6,137814.3,0.1,11
2016,2016-03,20,NA,39.8,9459,648.1,NA,SAGD,32323,OSUM,Osum,Cold Lake,4.492997138,Orion,966.2,145224.9,NA,11
2015,2015-12,20,NA,25.8,9974,NA,NA,SAGD,32447,OSUM,Osum,Cold Lake,4.433011265,Orion,1593.5,143835.7,NA,11
2019,2019-05,15,NA,NA,10287,NA,NA,SAGD,32593,AOCHS,AOC,Athabasca,5.090897934,Hangingstone,65.2,165925.6,NA,11
2015,2015-11,20,NA,85.4,9605,NA,NA,SAGD,32641,OSUM,Osum,Cold Lake,4.226961349,Orion,1724.4,137971.4,NA,11
2018,2018-11,15,NA,NA,11420,NA,NA,SAGD,32787,AOCHS,AOC,Athabasca,5.284952222,Hangingstone,65.6,173277.2,NA,11
2016,2016-09,20,NA,46.1,8777,2.9,NA,SAGD,32886,OSUM,Osum,Cold Lake,4.113224472,Orion,1043,135267.5,NA,11
2018,2018-09,14,NA,NA,20013,833.3,NA,SAGD,33081,SHAMR,Petrochina Canada Ltd.,Athabasca,8.285822678,Mackay River(Brion),66.2,"274,103",NA,7
2016,2016-02,15,NA,2.5,12263,NA,NA,SAGD,33492,AOCHS,AOC,Athabasca,5.45078585,Hangingstone,167.5,182559.9,NA,13
2016,2016-01,15,NA,1.5,12251,NA,NA,SAGD,33634,AOCHS,AOC,Athabasca,5.430742701,Hangingstone,168.2,182657.6,NA,13
2018,2018-07,14,NA,NA,21865,NA,NA,SAGD,33677,SHAMR,Petrochina Canada Ltd.,Athabasca,9.173030498,Mackay River(Brion),67.4,"308,923",1.7,7
2016,2016-03,15,NA,2,12346,NA,NA,SAGD,33837,AOCHS,AOC,Athabasca,5.385099152,Hangingstone,169.2,182215.6,NA,13
2018,2018-08,14,NA,NA,20707,NA,NA,SAGD,33932,SHAMR,Petrochina Canada Ltd.,Athabasca,8.5576205,Mackay River(Brion),67.9,"290,373",NA,7
2017,2017-08,14,NA,NA,13877,NA,NA,SAGD,33974,SHAMR,Petrochina Canada Ltd.,Athabasca,5.275797009,Mackay River(Brion),68,"179,239",NA,13
2018,2018-09,11,NA,40.5,11160,NA,NA,SAGD,34410,HSETL,Husky,Cold Lake,4.338252432,TuckerLake,1243.2,149279.7,NA,11
2017,2017-02,20,NA,0.2,10873,NA,NA,SAGD,34557,OSUM,Osum,Cold Lake,4.673845103,Orion,1142.6,161515,NA,11
2016,2016-05,20,NA,47,9566,278.5,NA,SAGD,34593,OSUM,Osum,Cold Lake,4.309408316,Orion,1080.7,149074.5,NA,11
2017,2017-06,20,NA,71.8,10715,NA,NA,SAGD,34624,OSUM,Osum,Cold Lake,4.571013497,Orion,1137.9,158265.4,NA,11
2018,2018-10,14,NA,NA,20661,2473.3,NA,SAGD,35088,SHAMR,Petrochina Canada Ltd.,Athabasca,7.790081622,Mackay River(Brion),70.4,"273,342",3,7
2018,2018-05,14,NA,NA,19691,NA,NA,SAGD,35297,SHAMR,Petrochina Canada Ltd.,Athabasca,7.878606215,Mackay River(Brion),71,"278,089",0.1,7
2016,2016-08,20,NA,23.6,10006,155.1,NA,SAGD,35519,OSUM,Osum,Cold Lake,4.278787247,Orion,1398.3,151979.1,NA,11
2016,2016-06,20,NA,36.7,9536,410.2,NA,SAGD,35586,OSUM,Osum,Cold Lake,4.152929837,Orion,1230.2,147784.5,NA,11
2019,2019-10,15,NA,NA,10950,NA,NA,SAGD,35697,AOCHS,AOC,Athabasca,4.794452241,Hangingstone,71.4,171149,NA,11
2015,2015-04,16,NA,119.6,10289,NA,NA,SAGD,35777,PGFLB,Pengrowth,Cold Lake,3.291022165,Lindbergh,1106.3,117742.9,NA,11
2017,2017-05,20,NA,53.6,11279,NA,NA,SAGD,35912,OSUM,Osum,Cold Lake,4.668819145,Orion,1063.2,167667.1,NA,11
2016,2016-04,19,NA,43.8,15422,1.4,NA,SAGD,35966,COGGD,Connacher Oil And Gas Limited,Athabasca,5.395031349,GreatDivide,1089.9,194035,NA,13
2016,2016-01,20,NA,73.8,10290,NA,NA,SAGD,36038,OSUM,Osum,Cold Lake,4.184942644,Orion,1602.8,150817.8,NA,11
2015,2015-10,20,NA,29.5,10303,NA,NA,SAGD,36043,OSUM,Osum,Cold Lake,4.021135807,Orion,2272.7,144934.2,NA,11
2019,2019-01,14,NA,NA,20154,2470.7,NA,SAGD,36043,SHAMR,Petrochina Canada Ltd.,Athabasca,7.15649233,Mackay River(Brion),72.2,"257,944",NA,7
2019,2019-04,14,NA,NA,18038,2380.4,NA,SAGD,36379,SHAMR,Petrochina Canada Ltd.,Athabasca,6.644070965,Mackay River(Brion),73.1,"241,702",NA,7
2015,2015-12,15,NA,NA,11635,NA,NA,SAGD,36715,AOCHS,AOC,Athabasca,4.825523153,Hangingstone,183.6,177168.6,NA,11
2019,2019-03,14,NA,NA,18732,2535.7,NA,SAGD,36771,SHAMR,Petrochina Canada Ltd.,Athabasca,6.610047021,Mackay River(Brion),73.7,"243,059",0.2,7
2018,2018-04,20,NA,21.8,9333,NA,NA,SAGD,36873,OSUM,Osum,Cold Lake,3.924155681,Orion,504.9,144695,NA,11
2016,2016-05,6,NA,83.5,10471,NA,NA,SAGD,37003,COPSM,ConocoPhillips,Athabasca,4.165456855,Surmont,150.3,154134.4,0.9,11
2016,2016-11,15,NA,3.1,12577,NA,NA,SAGD,37033,AOCHS,AOC,Athabasca,5.111918193,Hangingstone,74.1,189311.2,NA,13
2018,2018-04,14,NA,NA,20441,NA,NA,SAGD,37128,SHAMR,Petrochina Canada Ltd.,Athabasca,7.398389334,Mackay River(Brion),74.3,"274,684",NA,7
2017,2017-07,20,NA,NA,12091,NA,NA,SAGD,37180,OSUM,Osum,Cold Lake,5.022127726,Orion,663.8,186720.7,NA,13
2017,2017-03,20,NA,52.9,11827,NA,NA,SAGD,37204,OSUM,Osum,Cold Lake,4.801134287,Orion,1023.2,178621.4,1.1,11
2016,2016-06,15,NA,9,13174,NA,NA,SAGD,37220,AOCHS,AOC,Athabasca,5.359415259,Hangingstone,74.4,199476.9,NA,13
2017,2017-09,14,NA,NA,14781,NA,NA,SAGD,37308,SHAMR,Petrochina Canada Ltd.,Athabasca,5.040485049,Mackay River(Brion),74.7,"188,048",NA,13
2016,2016-07,20,NA,NA,9951,381,NA,SAGD,37406,OSUM,Osum,Cold Lake,4.161305673,Orion,1127,155657.8,2.4,11
2017,2017-01,15,NA,1.1,13163,NA,NA,SAGD,37461,AOCHS,AOC,Athabasca,5.156049459,Hangingstone,74.9,193151.8,NA,13
2017,2017-04,20,NA,32.1,10519,NA,NA,SAGD,37654,OSUM,Osum,Cold Lake,4.186188068,Orion,987.5,157628.4,NA,11
2017,2017-01,20,NA,115,11065,NA,NA,SAGD,37758,OSUM,Osum,Cold Lake,4.371785738,Orion,1115.8,165067.7,NA,11
2015,2015-09,20,NA,7.4,9309,NA,NA,SAGD,37878,OSUM,Osum,Cold Lake,3.574999406,Orion,1894.4,135414.9,NA,11
2018,2018-02,14,NA,NA,18793,NA,NA,SAGD,38054,SHAMR,Petrochina Canada Ltd.,Athabasca,6.367854966,Mackay River(Brion),76.5,"242,325",NA,7
2015,2015-08,8,NA,18.2,27005,NA,NA,SAGD,38057,HSESR,Husky,Athabasca,9.236292308,Sunrise,756.6,351506.5,NA,12
2018,2018-02,20,NA,21.8,9450,NA,NA,SAGD,38085,OSUM,Osum,Cold Lake,3.719363105,Orion,568.7,141651.2,NA,11
2016,2016-11,20,NA,128.6,9438,NA,NA,SAGD,38339,OSUM,Osum,Cold Lake,3.882571885,Orion,604.5,148854.7,NA,11
2019,2019-08,14,NA,NA,17767,3709.8,NA,SAGD,38772,SHAMR,Petrochina Canada Ltd.,Athabasca,6.251479153,Mackay River(Brion),660.4,"242,384",NA,7
2019,2019-04,15,NA,0.3,11187,NA,NA,SAGD,38980,AOCHS,AOC,Athabasca,4.474834466,Hangingstone,78,174428.6,NA,11
2018,2018-12,15,NA,NA,13248,NA,NA,SAGD,39010,AOCHS,AOC,Athabasca,5.165915156,Hangingstone,78,201523.9,NA,13
2017,2017-09,20,NA,36,11790,NA,NA,SAGD,39085,OSUM,Osum,Cold Lake,4.663173381,Orion,516.8,182257.8,NA,13
2015,2015-08,20,NA,131.8,8926,NA,NA,SAGD,39115,OSUM,Osum,Cold Lake,3.354281127,Orion,1632.8,131201.7,NA,11
2016,2016-12,20,NA,21.9,10137,NA,NA,SAGD,39272,OSUM,Osum,Cold Lake,4.169905583,Orion,225,163762.2,NA,11
2016,2016-01,19,NA,200.6,13565,718.9,NA,SAGD,39502,COGGD,Connacher Oil And Gas Limited,Athabasca,4.487357538,GreatDivide,803.4,177258.7,NA,11
2017,2017-02,15,NA,0.4,13172,NA,NA,SAGD,39669,AOCHS,AOC,Athabasca,4.908001442,Hangingstone,79.3,194696,NA,13
2017,2017-08,20,NA,7.8,12243,NA,NA,SAGD,39953,OSUM,Osum,Cold Lake,4.768678776,Orion,475.5,190523.5,NA,13
2019,2019-05,14,NA,0.2,18354,2403.6,NA,SAGD,40390,SHAMR,Petrochina Canada Ltd.,Athabasca,6.226037504,Mackay River(Brion),297.7,"251,471",NA,7
2017,2017-07,15,NA,6.4,12659,NA,NA,SAGD,40530,AOCHS,AOC,Athabasca,4.906190013,Hangingstone,81.1,198846.9,0.1,13
2016,2016-10,20,NA,69.6,9672,NA,NA,SAGD,40895,OSUM,Osum,Cold Lake,3.649826627,Orion,772.6,149258.2,NA,11
2019,2019-06,15,NA,NA,12532,NA,NA,SAGD,40988,AOCHS,AOC,Athabasca,4.875461718,Hangingstone,82,199836.4,NA,13
2019,2019-02,15,NA,NA,12271,NA,NA,SAGD,41059,AOCHS,AOC,Athabasca,4.5068329,Hangingstone,82.2,185044.7,NA,13
2018,2018-03,15,NA,0.4,11759,NA,NA,SAGD,41095,AOCHS,AOC,Athabasca,4.539647352,Hangingstone,82.2,186555.9,NA,13
2017,2017-09,16,NA,59.8,7748,NA,2253.8,SAGD,41105,PGFLB,Pengrowth,Cold Lake,3.083072215,Lindbergh,67.7,126730.3,NA,11
2017,2017-10,14,NA,NA,16406,NA,NA,SAGD,41139,SHAMR,Petrochina Canada Ltd.,Athabasca,4.910116265,Mackay River(Brion),82.3,"201,996",0.5,13
2017,2017-04,15,NA,11,13430,NA,NA,SAGD,41353,AOCHS,AOC,Athabasca,4.892151552,Hangingstone,82.7,202307.1,NA,13
2015,2015-02,20,NA,87.5,6236,NA,NA,SAGD,41517,OSUM,Osum,Cold Lake,1.752053396,Orion,2230.4,72739.3,NA,14
2019,2019-07,14,NA,NA,21212,3361.5,NA,SAGD,41530,SHAMR,Petrochina Canada Ltd.,Athabasca,7.024184752,Mackay River(Brion),160.8,"291,717",NA,7
2016,2016-10,15,NA,2.3,13314,NA,NA,SAGD,41553,AOCHS,AOC,Athabasca,4.849913605,Hangingstone,83.1,201530.4,NA,13
2016,2016-05,19,NA,73.7,15955,NA,NA,SAGD,41574,COGGD,Connacher Oil And Gas Limited,Athabasca,4.933621337,GreatDivide,882.3,205108.4,2.1,13
2019,2019-06,14,NA,NA,17629,2166,NA,SAGD,41601,SHAMR,Petrochina Canada Ltd.,Athabasca,5.858946037,Mackay River(Brion),241.7,"243,739",NA,7
2018,2018-03,14,NA,NA,20773,NA,NA,SAGD,41650,SHAMR,Petrochina Canada Ltd.,Athabasca,6.583971381,Mackay River(Brion),83.5,"274,226",4.5,7
2019,2019-09,15,NA,NA,11911,NA,NA,SAGD,41711,AOCHS,AOC,Athabasca,4.520261993,Hangingstone,83.4,188545.1,NA,13
